Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
2523,Agra,Agra,Potato,Desi,FAQ,750,950,850,03-Mar-20
2524,Agra,Agra,Potato,Desi,FAQ,780,920,855,02-Mar-20
2525,Agra,Agra,Potato,Desi,FAQ,780,980,860,28-Feb-20
2526,Agra,Agra,Potato,Desi,FAQ,800,950,870,26-Feb-20
2527,Agra,Agra,Potato,Desi,FAQ,800,960,880,25-Feb-20
2528,Agra,Agra,Potato,Desi,FAQ,800,980,870,24-Feb-20
2529,Agra,Agra,Potato,Desi,FAQ,800,950,880,22-Feb-20
2530,Agra,Agra,Potato,Desi,FAQ,800,950,870,21-Feb-20
2531,Agra,Agra,Potato,Desi,FAQ,800,1000,890,20-Feb-20
2532,Agra,Agra,Potato,Desi,FAQ,800,1000,900,19-Feb-20
2533,Agra,Agra,Potato,Desi,FAQ,800,1000,900,18-Feb-20
2534,Agra,Agra,Potato,Desi,FAQ,800,980,910,17-Feb-20
2535,Agra,Agra,Potato,Desi,FAQ,810,1000,905,15-Feb-20
2536,Agra,Agra,Potato,Desi,FAQ,800,1000,900,14-Feb-20
2537,Agra,Agra,Potato,Desi,FAQ,800,1000,910,13-Feb-20
2538,Agra,Agra,Potato,Desi,FAQ,850,1000,920,12-Feb-20
2539,Agra,Agra,Potato,Desi,FAQ,810,980,900,11-Feb-20
2540,Agra,Agra,Potato,Desi,FAQ,850,1000,910,10-Feb-20
2541,Agra,Agra,Potato,Desi,FAQ,850,1000,920,08-Feb-20
2542,Agra,Agra,Potato,Desi,FAQ,820,1000,900,07-Feb-20
2543,Agra,Agra,Potato,Desi,FAQ,900,1100,980,05-Feb-20
2544,Agra,Agra,Potato,Desi,FAQ,900,1050,970,04-Feb-20
2545,Agra,Agra,Potato,Desi,FAQ,900,1050,980,03-Feb-20
2546,Agra,Agra,Potato,Desi,FAQ,900,1060,1000,31-Jan-20
2547,Agra,Agra,Potato,Desi,FAQ,1000,1150,1080,30-Jan-20
2548,Agra,Agra,Potato,Desi,FAQ,1100,1260,1180,29-Jan-20
2549,Agra,Agra,Potato,Desi,FAQ,1050,1250,1150,28-Jan-20
2550,Agra,Agra,Potato,Desi,FAQ,1100,1260,1180,27-Jan-20
2551,Agra,Agra,Potato,Desi,FAQ,1150,1350,1260,25-Jan-20
2552,Agra,Agra,Potato,Desi,FAQ,1200,1350,1265,24-Jan-20
2553,Agra,Agra,Potato,Desi,FAQ,1180,1350,1250,22-Jan-20
2554,Agra,Agra,Potato,Desi,FAQ,1200,1350,1280,21-Jan-20
2555,Agra,Agra,Potato,Desi,FAQ,1200,1400,1300,20-Jan-20
2556,Agra,Agra,Potato,Desi,FAQ,1180,1350,1260,18-Jan-20
2557,Agra,Agra,Potato,Desi,FAQ,1150,1300,1225,17-Jan-20
2558,Agra,Agra,Potato,Desi,FAQ,1150,1300,1220,16-Jan-20
2559,Agra,Agra,Potato,Desi,FAQ,1150,1350,1250,15-Jan-20
2560,Agra,Agra,Potato,Desi,FAQ,1150,1300,1220,14-Jan-20
2561,Agra,Agra,Potato,Desi,FAQ,1150,1300,1220,13-Jan-20
2562,Agra,Agra,Potato,Desi,FAQ,1200,1300,1250,11-Jan-20
2563,Agra,Agra,Potato,Desi,FAQ,1200,1400,1300,10-Jan-20
2564,Agra,Agra,Potato,Desi,FAQ,1150,1350,1250,09-Jan-20
2565,Agra,Agra,Potato,Desi,FAQ,1250,1400,1320,08-Jan-20
2566,Agra,Agra,Potato,Desi,FAQ,1200,1400,1300,07-Jan-20
2567,Agra,Agra,Potato,Desi,FAQ,1200,1350,1280,06-Jan-20
2568,Agra,Agra,Potato,Desi,FAQ,1240,1400,1310,04-Jan-20
2569,Agra,Agra,Potato,Desi,FAQ,1300,1450,1380,03-Jan-20
2570,Agra,Agra,Potato,Desi,FAQ,1300,1500,1400,02-Jan-20
2571,Agra,Agra,Potato,Desi,FAQ,1380,1550,1450,31-Dec-19
2572,Agra,Agra,Potato,Desi,FAQ,1300,1450,1380,30-Dec-19
2573,Agra,Agra,Potato,Desi,FAQ,1400,1550,1480,28-Dec-19
2574,Agra,Agra,Potato,Desi,FAQ,1350,1550,1450,27-Dec-19
2575,Agra,Agra,Potato,Desi,FAQ,1350,1550,1440,26-Dec-19
2576,Agra,Agra,Potato,Desi,FAQ,1380,1520,1450,24-Dec-19
2577,Agra,Agra,Potato,Desi,FAQ,1400,1550,1480,23-Dec-19
2578,Agra,Agra,Potato,Desi,FAQ,1400,1600,1500,21-Dec-19
2579,Agra,Agra,Potato,Desi,FAQ,1400,1600,1500,20-Dec-19
2580,Agra,Agra,Potato,Desi,FAQ,1480,1620,1550,19-Dec-19
2581,Agra,Agra,Potato,Desi,FAQ,1400,1600,1500,18-Dec-19
2582,Agra,Agra,Potato,Desi,FAQ,1400,1550,1480,17-Dec-19
2583,Agra,Agra,Potato,Desi,FAQ,1350,1550,1440,16-Dec-19
2584,Agra,Agra,Potato,Desi,FAQ,1150,1380,1235,14-Dec-19
2585,Agra,Agra,Potato,Desi,FAQ,950,1100,1025,13-Dec-19
2586,Agra,Agra,Potato,Desi,FAQ,950,1100,1020,12-Dec-19
2587,Agra,Agra,Potato,Desi,FAQ,950,1100,1030,11-Dec-19
2588,Agra,Agra,Potato,Desi,FAQ,930,1080,1020,10-Dec-19
2589,Agra,Agra,Potato,Desi,FAQ,950,1080,1010,09-Dec-19
2590,Agra,Agra,Potato,Desi,FAQ,800,950,880,07-Dec-19
2591,Agra,Agra,Potato,Desi,FAQ,800,950,870,06-Dec-19
2592,Agra,Agra,Potato,Desi,FAQ,800,950,880,05-Dec-19
2593,Agra,Agra,Potato,Desi,FAQ,750,900,830,04-Dec-19
2594,Agra,Agra,Potato,Desi,FAQ,750,950,840,03-Dec-19
2595,Agra,Agra,Potato,Desi,FAQ,780,920,845,02-Dec-19
2596,Agra,Agra,Potato,Desi,FAQ,800,950,845,30-Nov-19
2597,Agra,Agra,Potato,Desi,FAQ,750,950,840,29-Nov-19
2598,Agra,Agra,Potato,Desi,FAQ,750,950,850,28-Nov-19
2599,Agra,Agra,Potato,Desi,FAQ,750,900,825,27-Nov-19
2600,Agra,Agra,Potato,Desi,FAQ,750,900,830,26-Nov-19
2601,Agra,Agra,Potato,Desi,FAQ,750,900,835,25-Nov-19
2602,Agra,Agra,Potato,Desi,FAQ,750,900,830,23-Nov-19
2603,Agra,Agra,Potato,Desi,FAQ,750,930,850,22-Nov-19
2604,Agra,Agra,Potato,Desi,FAQ,780,930,850,21-Nov-19
2605,Agra,Agra,Potato,Desi,FAQ,780,950,860,20-Nov-19
2606,Agra,Agra,Potato,Desi,FAQ,800,950,880,19-Nov-19
2607,Agra,Agra,Potato,Desi,FAQ,850,1000,925,18-Nov-19
2608,Agra,Agra,Potato,Desi,FAQ,850,1000,925,16-Nov-19
2609,Agra,Agra,Potato,Desi,FAQ,850,1000,920,15-Nov-19
2610,Agra,Agra,Potato,Desi,FAQ,840,1000,910,14-Nov-19
2611,Agra,Agra,Potato,Desi,FAQ,850,1000,915,13-Nov-19
2612,Agra,Agra,Potato,Desi,FAQ,850,1000,930,08-Nov-19
2613,Agra,Agra,Potato,Desi,FAQ,850,1000,915,07-Nov-19
2614,Agra,Agra,Potato,Desi,FAQ,840,1000,910,06-Nov-19
2615,Agra,Agra,Potato,Desi,FAQ,840,1000,910,05-Nov-19
2616,Agra,Agra,Potato,Desi,FAQ,800,1000,900,04-Nov-19
2617,Agra,Agra,Potato,Desi,FAQ,800,960,890,02-Nov-19
2618,Agra,Agra,Potato,Desi,FAQ,800,1000,895,31-Oct-19
2619,Agra,Agra,Potato,Desi,FAQ,800,980,890,30-Oct-19
2620,Agra,Agra,Potato,Desi,FAQ,800,950,875,26-Oct-19
2621,Agra,Agra,Potato,Desi,FAQ,800,950,880,25-Oct-19
2622,Agra,Agra,Potato,Desi,FAQ,800,950,865,24-Oct-19
2623,Agra,Agra,Potato,Desi,FAQ,800,950,870,23-Oct-19
2624,Agra,Agra,Potato,Desi,FAQ,780,930,850,22-Oct-19
2625,Agra,Agra,Potato,Desi,FAQ,780,950,850,21-Oct-19
2626,Agra,Agra,Potato,Desi,FAQ,780,920,860,19-Oct-19
2627,Agra,Agra,Potato,Desi,FAQ,750,940,840,18-Oct-19
2628,Agra,Agra,Potato,Desi,FAQ,780,920,850,17-Oct-19
2629,Agra,Agra,Potato,Desi,FAQ,750,950,845,16-Oct-19
2630,Agra,Agra,Potato,Desi,FAQ,750,950,840,15-Oct-19
2631,Agra,Agra,Potato,Desi,FAQ,780,950,865,14-Oct-19
2632,Agra,Agra,Potato,Desi,FAQ,800,950,870,12-Oct-19
2633,Agra,Agra,Potato,Desi,FAQ,750,950,860,11-Oct-19
2634,Agra,Agra,Potato,Desi,FAQ,750,950,850,10-Oct-19
2635,Agra,Agra,Potato,Desi,FAQ,750,950,840,09-Oct-19
2636,Agra,Agra,Potato,Desi,FAQ,750,900,810,08-Oct-19
2637,Agra,Agra,Potato,Desi,FAQ,750,900,810,05-Oct-19
2638,Agra,Agra,Potato,Desi,FAQ,720,880,800,04-Oct-19
2639,Agra,Agra,Potato,Desi,FAQ,700,850,785,03-Oct-19
2640,Agra,Agra,Potato,Desi,FAQ,700,850,780,02-Oct-19
2641,Agra,Agra,Potato,Desi,FAQ,650,850,740,30-Sep-19
2642,Agra,Agra,Potato,Desi,FAQ,700,850,760,28-Sep-19
2643,Agra,Agra,Potato,Desi,FAQ,680,850,750,27-Sep-19
2644,Agra,Agra,Potato,Desi,FAQ,650,810,735,26-Sep-19
2645,Agra,Agra,Potato,Desi,FAQ,650,850,740,25-Sep-19
2646,Agra,Agra,Potato,Desi,FAQ,650,800,730,24-Sep-19
2647,Agra,Agra,Potato,Desi,FAQ,650,810,735,23-Sep-19
2648,Agra,Agra,Potato,Desi,FAQ,650,850,740,21-Sep-19
2649,Agra,Agra,Potato,Desi,FAQ,650,800,720,20-Sep-19
2650,Agra,Agra,Potato,Desi,FAQ,650,800,710,19-Sep-19
2651,Agra,Agra,Potato,Desi,FAQ,650,820,730,18-Sep-19
2652,Agra,Agra,Potato,Desi,FAQ,650,800,720,17-Sep-19
2653,Agra,Agra,Potato,Desi,FAQ,650,800,720,16-Sep-19
2654,Agra,Agra,Potato,Desi,FAQ,650,850,725,14-Sep-19
2655,Agra,Agra,Potato,Desi,FAQ,650,800,710,13-Sep-19
2656,Agra,Agra,Potato,Desi,FAQ,650,800,720,12-Sep-19
2657,Agra,Agra,Potato,Desi,FAQ,650,850,740,09-Sep-19
2658,Agra,Agra,Potato,Desi,FAQ,650,850,745,07-Sep-19
2659,Agra,Agra,Potato,Desi,FAQ,680,820,740,06-Sep-19
2660,Agra,Agra,Potato,Desi,FAQ,680,820,760,05-Sep-19
2661,Agra,Agra,Potato,Desi,FAQ,680,820,750,04-Sep-19
2662,Agra,Agra,Potato,Desi,FAQ,700,850,780,03-Sep-19
2663,Agra,Agra,Potato,Desi,FAQ,650,800,730,02-Sep-19
2664,Agra,Agra,Potato,Desi,FAQ,650,820,740,31-Aug-19
2665,Agra,Agra,Potato,Desi,FAQ,650,850,750,30-Aug-19
2666,Agra,Agra,Potato,Desi,FAQ,720,860,790,29-Aug-19
2667,Agra,Agra,Potato,Desi,FAQ,700,850,780,28-Aug-19
2668,Agra,Agra,Potato,Desi,FAQ,680,900,770,27-Aug-19
2669,Agra,Agra,Potato,Desi,FAQ,650,850,750,26-Aug-19
2670,Agra,Agra,Potato,Desi,FAQ,650,800,725,24-Aug-19
2671,Agra,Agra,Potato,Desi,FAQ,650,800,720,23-Aug-19
2672,Agra,Agra,Potato,Desi,FAQ,650,800,730,22-Aug-19
2673,Agra,Agra,Potato,Desi,FAQ,640,800,710,21-Aug-19
2674,Agra,Agra,Potato,Desi,FAQ,650,810,730,20-Aug-19
2675,Agra,Agra,Potato,Desi,FAQ,650,850,750,19-Aug-19
2676,Agra,Agra,Potato,Desi,FAQ,700,850,780,17-Aug-19
2677,Agra,Agra,Potato,Desi,FAQ,700,850,780,16-Aug-19
2678,Agra,Agra,Potato,Desi,FAQ,680,800,730,14-Aug-19
2679,Agra,Agra,Potato,Desi,FAQ,650,800,725,13-Aug-19
2680,Agra,Agra,Potato,Desi,FAQ,720,880,780,12-Aug-19
2681,Agra,Agra,Potato,Desi,FAQ,750,880,810,10-Aug-19
2682,Agra,Agra,Potato,Desi,FAQ,700,880,800,09-Aug-19
2683,Agra,Agra,Potato,Desi,FAQ,750,900,825,08-Aug-19
2684,Agra,Agra,Potato,Desi,FAQ,750,900,830,07-Aug-19
2685,Agra,Agra,Potato,Desi,FAQ,750,920,830,06-Aug-19
2686,Agra,Agra,Potato,Desi,FAQ,780,900,825,05-Aug-19
2687,Agra,Agra,Potato,Desi,FAQ,750,950,830,03-Aug-19
2688,Agra,Agra,Potato,Desi,FAQ,750,900,825,02-Aug-19
2689,Agra,Agra,Potato,Desi,FAQ,750,900,820,31-Jul-19
2690,Agra,Agra,Potato,Desi,FAQ,750,900,820,30-Jul-19
2691,Agra,Agra,Potato,Desi,FAQ,780,920,840,29-Jul-19
2692,Agra,Agra,Potato,Desi,FAQ,800,900,835,27-Jul-19
2693,Agra,Agra,Potato,Desi,FAQ,750,950,840,26-Jul-19
2694,Agra,Agra,Potato,Desi,FAQ,780,950,845,25-Jul-19
2695,Agra,Agra,Potato,Desi,FAQ,780,950,840,24-Jul-19
2696,Agra,Agra,Potato,Desi,FAQ,780,950,850,23-Jul-19
2697,Agra,Agra,Potato,Desi,FAQ,780,950,855,22-Jul-19
2698,Agra,Agra,Potato,Desi,FAQ,780,950,860,20-Jul-19
2699,Agra,Agra,Potato,Desi,FAQ,800,1050,880,19-Jul-19
2700,Agra,Agra,Potato,Desi,FAQ,780,1000,850,18-Jul-19
2701,Agra,Agra,Potato,Desi,FAQ,750,980,840,17-Jul-19
2702,Agra,Agra,Potato,Desi,FAQ,750,900,830,16-Jul-19
2703,Agra,Agra,Potato,Desi,FAQ,750,900,835,15-Jul-19
2704,Agra,Agra,Potato,Desi,FAQ,780,1000,840,13-Jul-19
2705,Agra,Agra,Potato,Desi,FAQ,750,900,830,12-Jul-19
2706,Agra,Agra,Potato,Desi,FAQ,750,900,825,11-Jul-19
2707,Agra,Agra,Potato,Desi,FAQ,750,900,820,10-Jul-19
2708,Agra,Agra,Potato,Desi,FAQ,750,900,830,09-Jul-19
2709,Agra,Agra,Potato,Desi,FAQ,750,900,825,08-Jul-19
2710,Agra,Agra,Potato,Desi,FAQ,750,980,820,06-Jul-19
2711,Agra,Agra,Potato,Desi,FAQ,750,900,830,05-Jul-19
2712,Agra,Agra,Potato,Desi,FAQ,780,950,830,04-Jul-19
2713,Agra,Agra,Potato,Desi,FAQ,780,920,840,03-Jul-19
2714,Agra,Agra,Potato,Desi,FAQ,750,900,830,02-Jul-19
2715,Agra,Agra,Potato,Desi,FAQ,750,900,820,29-Jun-19
2716,Agra,Agra,Potato,Desi,FAQ,820,1040,880,28-Jun-19
2717,Agra,Agra,Potato,Desi,FAQ,800,1000,885,27-Jun-19
2718,Agra,Agra,Potato,Desi,FAQ,850,1000,880,26-Jun-19
2719,Agra,Agra,Potato,Desi,FAQ,830,1050,890,25-Jun-19
2720,Agra,Agra,Potato,Desi,FAQ,820,1000,875,24-Jun-19
2721,Agra,Agra,Potato,Desi,FAQ,800,1050,880,22-Jun-19
2722,Agra,Agra,Potato,Desi,FAQ,800,1050,870,21-Jun-19
2723,Agra,Agra,Potato,Desi,FAQ,800,1000,860,20-Jun-19
2724,Agra,Agra,Potato,Desi,FAQ,780,1000,850,19-Jun-19
2725,Agra,Agra,Potato,Desi,FAQ,780,980,840,18-Jun-19
2726,Agra,Agra,Potato,Desi,FAQ,800,980,850,17-Jun-19
2727,Agra,Agra,Potato,Desi,FAQ,780,950,830,15-Jun-19
2728,Agra,Agra,Potato,Desi,FAQ,780,980,840,14-Jun-19
2729,Agra,Agra,Potato,Desi,FAQ,750,980,830,13-Jun-19
2730,Agra,Agra,Potato,Desi,FAQ,750,950,840,12-Jun-19
2731,Agra,Agra,Potato,Desi,FAQ,750,950,820,11-Jun-19
2732,Agra,Agra,Potato,Desi,FAQ,700,950,810,10-Jun-19
2733,Agra,Agra,Potato,Desi,FAQ,750,980,820,08-Jun-19
2734,Agra,Agra,Potato,Desi,FAQ,750,900,810,07-Jun-19
2735,Agra,Agra,Potato,Desi,FAQ,700,900,800,06-Jun-19
2736,Agra,Agra,Potato,Desi,FAQ,750,900,810,05-Jun-19
2737,Agra,Agra,Potato,Desi,FAQ,740,900,800,04-Jun-19
2738,Agra,Agra,Potato,Desi,FAQ,700,850,780,03-Jun-19
2739,Agra,Agra,Potato,Desi,FAQ,750,900,810,31-May-19
2740,Agra,Agra,Potato,Desi,FAQ,700,900,800,30-May-19
2741,Agra,Agra,Potato,Desi,FAQ,680,980,780,29-May-19
2742,Agra,Agra,Potato,Desi,FAQ,650,800,730,28-May-19
2743,Agra,Agra,Potato,Desi,FAQ,650,850,740,27-May-19
2744,Agra,Agra,Potato,Desi,FAQ,650,800,720,25-May-19
2745,Agra,Agra,Potato,Desi,FAQ,670,800,730,24-May-19
2746,Agra,Agra,Potato,Desi,FAQ,630,800,710,23-May-19
2747,Agra,Agra,Potato,Desi,FAQ,630,850,720,22-May-19
2748,Agra,Agra,Potato,Desi,FAQ,650,820,730,21-May-19
2749,Agra,Agra,Potato,Desi,FAQ,640,780,710,20-May-19
2750,Agra,Agra,Potato,Desi,FAQ,650,800,720,18-May-19
2751,Agra,Agra,Potato,Desi,FAQ,600,800,700,17-May-19
2752,Agra,Agra,Potato,Desi,FAQ,650,800,720,16-May-19
2753,Agra,Agra,Potato,Desi,FAQ,640,800,710,15-May-19
2754,Agra,Agra,Potato,Desi,FAQ,650,800,730,14-May-19
2755,Agra,Agra,Potato,Desi,FAQ,600,800,700,09-May-19
2756,Agra,Agra,Potato,Desi,FAQ,650,850,750,08-May-19
2757,Agra,Agra,Potato,Desi,FAQ,650,840,730,07-May-19
2758,Agra,Agra,Potato,Desi,FAQ,620,800,710,06-May-19
2759,Agra,Agra,Potato,Desi,FAQ,650,800,720,04-May-19
2760,Agra,Agra,Potato,Desi,FAQ,620,800,710,03-May-19
2761,Agra,Agra,Potato,Desi,FAQ,640,910,720,02-May-19
2762,Agra,Agra,Potato,Desi,FAQ,650,850,730,30-Apr-19
2763,Agra,Agra,Potato,Desi,FAQ,650,800,720,29-Apr-19
2764,Agra,Agra,Potato,Desi,FAQ,650,800,720,27-Apr-19
2765,Agra,Agra,Potato,Desi,FAQ,600,800,700,26-Apr-19
2766,Agra,Agra,Potato,Desi,FAQ,550,750,660,25-Apr-19
2767,Agra,Agra,Potato,Desi,FAQ,550,750,640,24-Apr-19
2768,Agra,Agra,Potato,Desi,FAQ,550,700,620,23-Apr-19
2769,Agra,Agra,Potato,Desi,FAQ,500,700,600,22-Apr-19
2770,Agra,Agra,Potato,Desi,FAQ,550,700,620,20-Apr-19
2771,Agra,Agra,Potato,Desi,FAQ,550,700,620,19-Apr-19
2772,Agra,Agra,Potato,Desi,FAQ,520,700,610,17-Apr-19
2773,Agra,Agra,Potato,Desi,FAQ,550,700,625,16-Apr-19
2774,Agra,Agra,Potato,Desi,FAQ,550,700,620,15-Apr-19
2775,Agra,Agra,Potato,Desi,FAQ,500,700,600,13-Apr-19
2776,Agra,Agra,Potato,Desi,FAQ,500,700,600,11-Apr-19
2777,Agra,Agra,Potato,Desi,FAQ,550,700,620,10-Apr-19
2778,Agra,Agra,Potato,Desi,FAQ,520,650,600,09-Apr-19
2779,Agra,Agra,Potato,Desi,FAQ,520,700,610,08-Apr-19
2780,Agra,Agra,Potato,Desi,FAQ,520,680,600,06-Apr-19
2781,Agra,Agra,Potato,Desi,FAQ,520,680,600,05-Apr-19
2782,Agra,Agra,Potato,Desi,FAQ,500,700,610,04-Apr-19
2783,Agra,Agra,Potato,Desi,FAQ,550,700,620,03-Apr-19
2784,Agra,Agra,Potato,Desi,FAQ,500,700,600,02-Apr-19
2785,Agra,Agra,Potato,Desi,FAQ,500,650,580,30-Mar-19
2786,Agra,Agra,Potato,Desi,FAQ,450,650,560,29-Mar-19
2787,Agra,Agra,Potato,Desi,FAQ,450,650,550,28-Mar-19
2788,Agra,Agra,Potato,Desi,FAQ,500,650,580,27-Mar-19
2789,Agra,Agra,Potato,Desi,FAQ,500,700,610,26-Mar-19
2790,Agra,Agra,Potato,Desi,FAQ,500,700,600,25-Mar-19
2791,Agra,Agra,Potato,Desi,FAQ,550,750,650,23-Mar-19
2792,Agra,Agra,Potato,Desi,FAQ,450,750,540,22-Mar-19
2793,Agra,Agra,Potato,Desi,FAQ,550,750,650,20-Mar-19
2794,Agra,Agra,Potato,Desi,FAQ,500,700,600,19-Mar-19
2795,Agra,Agra,Potato,Desi,FAQ,520,700,610,18-Mar-19
2796,Agra,Agra,Potato,Desi,FAQ,550,750,650,16-Mar-19
2797,Agra,Agra,Potato,Desi,FAQ,550,750,640,15-Mar-19
2798,Agra,Agra,Potato,Desi,FAQ,540,700,610,14-Mar-19
2799,Agra,Agra,Potato,Desi,FAQ,450,650,570,13-Mar-19
2800,Agra,Agra,Potato,Desi,FAQ,450,650,560,12-Mar-19
2801,Agra,Agra,Potato,Desi,FAQ,450,650,560,11-Mar-19
2802,Agra,Agra,Potato,Desi,FAQ,460,650,550,09-Mar-19
2803,Agra,Agra,Potato,Desi,FAQ,420,620,530,08-Mar-19
2804,Agra,Agra,Potato,Desi,FAQ,480,650,540,07-Mar-19
2805,Agra,Agra,Potato,Desi,FAQ,450,600,520,06-Mar-19
2806,Agra,Agra,Potato,Desi,FAQ,450,600,530,05-Mar-19
2807,Agra,Agra,Potato,Desi,FAQ,450,650,540,04-Mar-19
2808,Agra,Agra,Potato,Desi,FAQ,450,600,520,02-Mar-19
2809,Agra,Agra,Potato,Desi,FAQ,450,630,525,28-Feb-19
2810,Agra,Agra,Potato,Desi,FAQ,450,620,530,27-Feb-19
2811,Agra,Agra,Potato,Desi,FAQ,480,650,540,26-Feb-19
2812,Agra,Agra,Potato,Desi,FAQ,440,600,520,25-Feb-19
2813,Agra,Agra,Potato,Desi,FAQ,450,650,560,23-Feb-19
2814,Agra,Agra,Potato,Desi,FAQ,450,650,540,22-Feb-19
2815,Agra,Agra,Potato,Desi,FAQ,450,620,530,21-Feb-19
2816,Agra,Agra,Potato,Desi,FAQ,500,650,570,20-Feb-19
2817,Agra,Agra,Potato,Desi,FAQ,450,650,540,19-Feb-19
2818,Agra,Agra,Potato,Desi,FAQ,420,600,510,18-Feb-19
2819,Agra,Agra,Potato,Desi,FAQ,450,630,530,16-Feb-19
2820,Agra,Agra,Potato,Desi,FAQ,440,600,520,15-Feb-19
2821,Agra,Agra,Potato,Desi,FAQ,500,680,590,14-Feb-19
2822,Agra,Agra,Potato,Desi,FAQ,500,700,600,13-Feb-19
2823,Agra,Agra,Potato,Desi,FAQ,540,700,610,12-Feb-19
2824,Agra,Agra,Potato,Desi,FAQ,500,700,600,11-Feb-19
2825,Agra,Agra,Potato,Desi,FAQ,500,700,590,09-Feb-19
2826,Agra,Agra,Potato,Desi,FAQ,450,650,580,08-Feb-19
2827,Agra,Agra,Potato,Desi,FAQ,480,620,560,07-Feb-19
2828,Agra,Agra,Potato,Desi,FAQ,400,600,500,06-Feb-19
2829,Agra,Agra,Potato,Desi,FAQ,420,600,510,05-Feb-19
2830,Agra,Agra,Potato,Desi,FAQ,450,630,540,04-Feb-19
2831,Agra,Agra,Potato,Desi,FAQ,450,650,530,02-Feb-19
2832,Agra,Agra,Potato,Desi,FAQ,450,600,510,31-Jan-19
2833,Agra,Agra,Potato,Desi,FAQ,480,650,550,30-Jan-19
2834,Agra,Agra,Potato,Desi,FAQ,500,700,600,29-Jan-19
2835,Agra,Agra,Potato,Desi,FAQ,600,750,680,28-Jan-19
2836,Agra,Agra,Potato,Desi,FAQ,550,750,640,26-Jan-19
2837,Agra,Agra,Potato,Desi,FAQ,550,750,650,25-Jan-19
2838,Agra,Agra,Potato,Desi,FAQ,550,750,640,24-Jan-19
2839,Agra,Agra,Potato,Desi,FAQ,500,700,600,23-Jan-19
2840,Agra,Agra,Potato,Desi,FAQ,450,600,520,22-Jan-19
2841,Agra,Agra,Potato,Desi,FAQ,450,650,530,21-Jan-19
2842,Agra,Agra,Potato,Desi,FAQ,450,650,555,19-Jan-19
2843,Agra,Agra,Potato,Desi,FAQ,450,650,540,18-Jan-19
2844,Agra,Agra,Potato,Desi,FAQ,450,650,550,17-Jan-19
2845,Agra,Agra,Potato,Desi,FAQ,420,620,515,16-Jan-19
2846,Agra,Agra,Potato,Desi,FAQ,440,600,520,15-Jan-19
2847,Agra,Agra,Potato,Desi,FAQ,420,600,510,14-Jan-19
2848,Agra,Agra,Potato,Desi,FAQ,400,600,500,12-Jan-19
2849,Agra,Agra,Potato,Desi,FAQ,440,600,510,11-Jan-19
2850,Agra,Agra,Potato,Desi,FAQ,420,600,500,10-Jan-19
2851,Agra,Agra,Potato,Desi,FAQ,400,600,490,09-Jan-19
2852,Agra,Agra,Potato,Desi,FAQ,400,600,510,08-Jan-19
2853,Agra,Agra,Potato,Desi,FAQ,400,600,500,07-Jan-19
2854,Agra,Agra,Potato,Desi,FAQ,400,560,480,05-Jan-19
2855,Agra,Agra,Potato,Desi,FAQ,400,600,500,04-Jan-19
2856,Agra,Agra,Potato,Desi,FAQ,380,520,450,03-Jan-19
2857,Agra,Agra,Potato,Desi,FAQ,370,520,460,02-Jan-19
2858,Agra,Agra,Potato,Desi,FAQ,380,500,445,31-Dec-18
2859,Agra,Agra,Potato,Desi,FAQ,375,500,440,29-Dec-18
2860,Agra,Agra,Potato,Desi,FAQ,380,510,450,28-Dec-18
2861,Agra,Agra,Potato,Desi,FAQ,380,500,440,27-Dec-18
2862,Agra,Agra,Potato,Desi,FAQ,400,500,460,24-Dec-18
2863,Agra,Agra,Potato,Desi,FAQ,400,500,450,22-Dec-18
2864,Agra,Agra,Potato,Desi,FAQ,400,600,490,21-Dec-18
2865,Agra,Agra,Potato,Desi,FAQ,410,600,500,20-Dec-18
2866,Agra,Agra,Potato,Desi,FAQ,420,600,510,19-Dec-18
2867,Agra,Agra,Potato,Desi,FAQ,450,600,520,18-Dec-18
2868,Agra,Agra,Potato,Desi,FAQ,500,680,580,17-Dec-18
2869,Agra,Agra,Potato,Desi,FAQ,500,680,590,15-Dec-18
2870,Agra,Agra,Potato,Desi,FAQ,500,700,600,14-Dec-18
2871,Agra,Agra,Potato,Desi,FAQ,500,680,580,13-Dec-18
2872,Agra,Agra,Potato,Desi,FAQ,500,700,590,12-Dec-18
2873,Agra,Agra,Potato,Desi,FAQ,500,700,600,11-Dec-18
2874,Agra,Agra,Potato,Desi,FAQ,500,650,580,10-Dec-18
2875,Agra,Agra,Potato,Desi,FAQ,500,700,600,08-Dec-18
2876,Agra,Agra,Potato,Desi,FAQ,500,700,600,07-Dec-18
2877,Agra,Agra,Potato,Desi,FAQ,600,780,680,06-Dec-18
2878,Agra,Agra,Potato,Desi,FAQ,610,780,690,05-Dec-18
2879,Agra,Agra,Potato,Desi,FAQ,620,800,700,04-Dec-18
2880,Agra,Agra,Potato,Desi,FAQ,680,820,750,03-Dec-18
2881,Agra,Agra,Potato,Desi,FAQ,800,950,860,30-Nov-18
2882,Agra,Agra,Potato,Desi,FAQ,800,980,890,29-Nov-18
2883,Agra,Agra,Potato,Desi,FAQ,780,950,850,28-Nov-18
2884,Agra,Agra,Potato,Desi,FAQ,850,1000,920,27-Nov-18
2885,Agra,Agra,Potato,Desi,FAQ,950,1100,1020,26-Nov-18
